
2026-09-11T16:27:45.339841 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=41e5f5c7-f795-5244-b02b-7fd486735867 [HybridRetriever]

2026-09-11T16:27:45.340023 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=6abb4c70-d438-51e4-ae6e-0ce9a7921492 [HybridRetriever]

2026-09-11T16:27:45.340147 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=a46f9caf-d09d-567e-8834-497b4fb3304f [HybridRetriever]

2026-09-11T16:27:45.340242 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=a6479b7b-3785-5313-8c50-68e6c607d7e5 [HybridRetriever]

2026-09-11T16:27:45.340339 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=60d0c601-06f5-541b-a3d3-4175433c4ac0 [HybridRetriever]

2026-09-11T16:27:45.340640 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=99baf125-81c6-5aa6-9eeb-44fc9615f59c [HybridRetriever]

2026-09-11T16:27:45.340767 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=8fb70ec8-a01f-56e9-b33c-140faf7493ee [HybridRetriever]

2026-09-11T16:27:45.340866 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=62f67a14-f063-562f-b225-bc80c063eb69 [HybridRetriever]

2026-09-11T16:27:45.340941 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=991e145c-eadc-58e8-849b-d346b7a6e5e2 [HybridRetriever]

2026-09-11T16:27:45.341092 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=ddd23866-45aa-5b57-8ffe-fdb76677e1ff [HybridRetriever]

2026-09-11T16:27:45.341167 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=339d32c0-48be-590a-8857-f747d4a88687 [HybridRetriever]

2026-09-11T16:27:45.341238 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=18dd8c51-9cbe-5b45-a98a-add74528c777 [HybridRetriever]

2026-09-11T16:27:45.341307 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=218620ea-c443-52f3-8bcf-06999424f23f [HybridRetriever]
[FLAGS] party      quotes 1/1 ok, nouns 14/17 ok

wrote pipeline_results.json
